rnum,docid,hot,thank,gift,contr,views,yviews,article,patient1,ypatient,period,treat,once
145,http://sgr1966.haodf.com/,4.3,266,777,113028,3599738,4335,26,6559,4,1,1,1
146,http://zhaobotaodr.haodf.com/,4.4,102,580,97405,596800,1961,12,4367,4,1,1,1
147,http://nichendr.haodf.com/,4.3,87,381,56715,750864,2414,18,5639,9,1,1,1
148,http://zgf751008.haodf.com/,4.1,73,240,124895,578206,2408,146,2906,4,1,1,1
149,http://songpingdr.haodf.com/,4.1,69,285,100035,1268734,8264,84,7038,12,1,1,1
150,http://kyj132.haodf.com/,3.9,32,56,32115,188667,4373,16,2080,0,1,1,1
151,http://wangmengln.haodf.com/,3.8,21,43,31215,212805,938,28,1827,1,1,1,1
152,http://dongpeijingbenre.haodf.com/,3.7,7,97,70560,451373,1972,21,5232,0,1,1,1
153,http://drzhouyongai.haodf.com/,3.4,4,28,12380,305872,583,2,2606,0,1,1,1
154,http://fangdingzhu.haodf.com/,5,180,644,61499,1446362,51781,7,5915,6,1,1,1
155,http://wanghj0722.haodf.com/,4.4,56,418,83805,2174835,4003,51,6505,1,1,1,1
156,http://doczhangbin.haodf.com/,4.8,114,399,127249,10986939,9420,128,10556,1,1,1,1
157,http://chenjianyou.haodf.com/,4.7,88,445,60860,1503799,2655,1,5055,0,1,1,1
158,http://dongxinjing023.haodf.com/,4.6,91,443,73290,421020,1085,6,2660,1,1,1,1
159,http://huangwenhuadaifu.haodf.com/,4.3,133,1050,96800,799018,15465,18,2756,0,1,1,1
160,http://guojiancardiac.haodf.com/,4.7,167,1009,102940,868509,1752,6,2962,0,1,1,1
161,http://lygcqch.haodf.com/,5,198,962,106156,2638098,3133,33,5995,1,1,1,1
162,http://fangxiaoliang.haodf.com/,5,257,1594,89665,1484279,2913,26,5158,1,1,1,1
163,http://xiehua.haodf.com/,4.9,300,1344,306246,15062335,14337,94,16693,3,1,1,1
164,http://maoshengx.haodf.com/,4.8,283,1218,155613,7751373,13745,10,8873,2,1,1,1
165,http://laoweihua.haodf.com/,4.7,80,721,137222,6324172,9652,82,8058,5,1,1,1
166,http://dongchenbin.haodf.com/,5,67,295,34066,781667,1823,18,1756,2,1,1,1
167,http://xiegongnen.haodf.com/,4.6,38,103,38580,204825,1826,14,1370,2,1,1,1
168,http://huangfuxiaoqiao.haodf.com/,5,225,985,126261,6254103,15763,45,9583,1,1,1,1
169,http://zhangxuesong301.haodf.com/,4.9,205,311,40085,1645013,3770,29,5570,1,1,1,1
170,http://chaiwei301.haodf.com/,4.9,185,1923,33320,2567196,1801,24,2682,0,1,1,1
171,http://liuwenxindr.haodf.com/,4.8,103,287,40020,253300,2111,35,1529,8,1,1,1
172,http://shenweihao.haodf.com/,4.3,35,51,24735,241986,2723,380,1204,9,1,1,1
173,http://wufengliang0524.haodf.com/,4.7,105,148,6530,423161,4998,11,1426,0,1,1,1
174,http://zhangchenggang.haodf.com/,4.8,94,275,47780,353432,1220,2,2295,15,1,1,1
175,http://tsuijianli.haodf.com/,4.6,155,304,59340,438911,2588,26,2768,3,1,1,1
176,http://harveydu.haodf.com/,5,97,666,83805,892053,2439,5,2274,4,1,1,1
177,http://drluoyan.haodf.com/,4.8,193,856,218485,17204423,12541,45,15192,2,1,1,1
178,http://doclxm.haodf.com/,4.8,109,545,113942,2889914,1571,143,9713,3,1,1,1
179,http://xiaomanyi.haodf.com/,4.8,101,571,84042,3065911,5844,48,7809,20,1,1,1
180,http://trgaoxu.haodf.com/,4.6,147,484,117497,5972097,5583,0,7546,7,1,1,1
181,http://wingtz.haodf.com/,4.7,169,204,28375,730857,1432,2,1876,8,1,1,1
182,http://drwangyue.haodf.com/,4.7,263,389,109307,8763619,7984,62,8811,5,1,1,1
183,http://wqmm1972.haodf.com/,4.7,104,167,32705,1984441,2716,1,4624,6,1,1,1
184,http://zhengke43.haodf.com/,4.5,63,335,51060,2039366,3737,23,3450,2,1,1,1
185,http://linaiyang.haodf.com/,4.3,32,259,131875,5076217,8287,75,13783,0,1,1,1
186,http://qingzhou112.haodf.com/,4.4,121,301,50190,1065301,1945,3,4374,0,1,1,1
187,http://gonglan70.haodf.com/,5,149,219,50530,4257582,8434,5,6248,2,1,1,1
188,http://Dryuanyifei.haodf.com/,5,184,2001,75750,968289,1650,33,4945,4,1,1,1
189,http://zhangqw2008.haodf.com/,4.6,82,183,50380,371197,7272,0,2175,4,1,1,1
190,http://czcz837.haodf.com/,4.2,26,104,36475,386157,1203,34,2985,0,1,1,1
191,http://fangluan.haodf.com/,3.8,6,9,18725,229204,1316,23,2127,0,1,1,1
192,http://bjwdc.haodf.com/,4.7,218,975,84965,1194204,2449,35,2282,3,1,1,1
193,http://zhangleidoctor.haodf.com/,4.7,293,1664,228174,8422433,13197,31,12374,2,1,1,1
194,http://shanxf.haodf.com/,4.7,196,287,44450,1318994,3467,35,2971,0,1,1,1
195,http://zzbooo.haodf.com/,4.6,211,292,48155,3191394,3465,8,4454,2,1,1,1
196,http://zhengxianghuai.haodf.com/,4.5,161,150,25365,249620,1112,4,1995,1,1,1,1
197,http://alimjanwushur.haodf.com/,4.3,56,46,10820,102288,367,1,1215,0,1,1,1
198,http://liuyanpu.haodf.com/,4.2,81,611,178938,9731564,7943,13,7625,1,1,1,1
199,http://mz19841984.haodf.com/,5,119,1009,44140,539105,1096,9,1928,0,1,1,1
200,http://zhangyaoguo.haodf.com/,5,113,254,29450,226053,1408,44,1234,4,1,1,1
201,http://YangNong.haodf.com/,5,330,1073,86635,1745330,3398,98,5435,5,1,1,1
202,http://sjunzh07.haodf.com/,5,108,1178,91224,4119432,5077,103,6794,0,1,1,1
203,http://wulindoc.haodf.com/,4.6,60,320,45885,352887,735,27,2711,0,1,1,1
204,http://xiawendr.haodf.com/,4.4,25,611,20135,178664,822,53,739,1,1,1,1
205,http://fdzhangzhe.haodf.com/,4.3,18,92,12910,28089,228,0,329,1,1,1,1
206,http://liuyi0212.haodf.com/,4.4,62,547,62080,733335,1927,423,1090,1,1,1,1
207,http://chengene.haodf.com/,5,181,1462,114854,4537916,4035,6,5901,11,1,1,1
208,http://drwangjin.haodf.com/,5,120,1002,69744,931560,2246,27,1880,0,1,1,1
209,http://lishudoctor.haodf.com/,4.8,72,635,51435,1135097,4754,32,2112,0,1,1,1
210,http://dongxiaorong.haodf.com/,5,174,583,49285,563416,1275,17,1980,1,1,1,1
211,http://zhulingjun.haodf.com/,4.9,80,1353,56330,2111041,2893,246,2231,2,1,1,1
212,http://qydoc.haodf.com/,4.6,33,625,50140,1136716,1677,38,1937,1,1,1,1
213,http://wenjiezhaodr.haodf.com/,5,100,169,31295,106439,623,1,1749,8,1,1,1
214,http://renxzcn.haodf.com/,4.4,161,539,188923,16156791,12320,61,12493,5,1,1,1
215,http://qfszyypfk.haodf.com/,4.5,7,19,13475,127524,700,5,1230,0,1,1,1
216,http://majiajudr.haodf.com/,5,83,247,24035,450220,1456,20,1501,5,1,1,1
217,http://drwangyuming.haodf.com/,5,76,294,83389,4156586,5638,28,7428,1,1,1,1
218,http://jiangpinghq.haodf.com/,4.7,53,233,51530,1667698,2957,54,4049,1,1,1,1
219,http://yangkaidor.haodf.com/,4.4,15,84,67035,3553113,6446,59,6562,0,1,1,1
220,http://lvxiaoai.haodf.com/,5,72,822,58435,795991,2128,24,2520,2,1,1,1
221,http://syyk.haodf.com/,4.9,82,161,4634,426295,1439,27,1137,4,1,1,1
222,http://xuqingtian.haodf.com/,4.3,10,87,60773,4668216,8117,251,7729,0,1,1,1
223,http://huangtao1019.haodf.com/,4.2,33,117,72595,8755331,4694,42,5995,0,1,1,1
224,http://liwusheng134285.haodf.com/,3.8,1,19,14485,125523,745,158,1146,0,1,1,1
225,http://whxgyh.haodf.com/,4.8,129,454,65385,4155832,5809,132,6717,5,1,1,1
226,http://artdr.haodf.com/,4.6,94,1558,133045,4190728,3175,4,4682,2,1,1,1
227,http://huyinadr.haodf.com/,4.5,67,2014,94540,558152,892,7,4784,1,1,1,1
228,http://qlwsynl.haodf.com/,4.3,113,3474,187885,1797791,3308,53,7165,4,1,1,1
229,http://cailiuhong.haodf.com/,4.6,86,210,17370,304051,1072,25,1552,4,1,1,1
230,http://shengyan.haodf.com/,4.4,194,1455,551341,41284519,18051,27,22099,0,1,1,1
231,http://xudingfei.haodf.com/,4.2,83,2403,123465,948721,1910,14,3944,6,1,1,1
232,http://w1f2a3e4.haodf.com/,4.1,9,51,12735,107382,851,80,1167,0,1,1,1
233,http://wangyanjun.haodf.com/,4.7,187,399,115882,6739708,5903,2,8262,17,1,1,1
234,http://liujunent.haodf.com/,4.7,240,1177,133948,7678539,7042,166,8053,1,1,1,1
235,http://chengxiaohua010.haodf.com/,4.5,80,238,35290,1274878,2542,29,3433,0,1,1,1
236,http://chenjianjun.haodf.com/,4.5,105,528,55425,2690329,2668,29,3403,4,1,1,1
237,http://zhangcaiyundr.haodf.com/,4.4,70,182,25020,236696,1374,19,971,2,1,1,1
238,http://tianshenzhi.haodf.com/,4.2,42,210,53935,298976,3419,96,2148,0,1,1,1
239,http://entdxd.haodf.com/,4.3,94,357,152136,18140839,19261,375,11631,0,1,1,1
240,http://xingdaweidr.haodf.com/,3.5,3,41,68925,1287803,5318,1,7142,0,1,1,1
241,http://xiaoyueyuandr.haodf.com/,4.6,361,939,112168,8809627,13676,57,10122,4,1,1,1
242,http://jiahongnj.haodf.com/,4.6,246,1876,96195,1699246,5264,23,6101,6,1,1,1
243,http://qishuzhendr.haodf.com/,4.4,111,362,65540,862389,3353,9,7339,19,1,1,1
244,http://zhaojianhongdoct.haodf.com/,4.4,127,409,34640,347749,1893,6,2214,2,1,1,1
245,http://yingzuolin.haodf.com/,4.4,124,1867,293820,1659867,5081,1,4666,7,1,1,1
246,http://ljl306.haodf.com/,4.4,90,712,184123,6233827,16056,261,16727,1,1,1,1
247,http://zhaotao84543939.haodf.com/,4.4,93,348,29025,258459,1404,10,1332,2,1,1,1
248,http://cuifan1.haodf.com/,4.3,89,635,199455,4693211,22375,0,12398,8,1,1,1
249,http://zhangzhen6503.haodf.com/,4.2,102,443,106405,3292366,8830,9,8169,3,1,1,1
250,http://tangling1972.haodf.com/,5,39,108,29020,660781,2323,3,2863,0,1,1,1
251,http://stoneyoung.haodf.com/,3.9,64,698,253015,5554063,37081,5,13846,0,1,1,1
252,http://ningxudr.haodf.com/,3.9,38,133,64320,1526447,8727,182,6153,1,1,1,1
253,http://gaohong0535.haodf.com/,3.7,5,13,22980,59755,1661,0,748,0,1,1,1
254,http://gbdf.haodf.com/,3.7,13,60,33600,782273,9762,130,3500,1,1,1,1
255,http://liqiang0059.haodf.com/,3.6,4,18,52320,359006,8929,14,3028,0,1,1,1
256,http://zhaozhanhua.haodf.com/,3.6,8,71,39055,391397,9374,0,3539,0,1,1,1
257,http://swxjl.haodf.com/,3.5,8,71,50530,875225,6758,41,4213,1,1,1,1
258,http://xdj1130.haodf.com/,3.4,2,21,18535,195641,7637,68,1843,0,1,1,1
259,http://txzyh667688.haodf.com/,3.3,2,9,21895,172009,4081,0,1716,0,1,1,1
260,http://tang999.haodf.com/,4.9,195,2417,1311114,98746430,79098,139,45410,10,1,1,1
261,http://glchenhai.haodf.com/,4.9,131,901,163665,2380118,6052,9,11449,21,1,1,1
262,http://zhaohongledr.haodf.com/,4.3,43,214,40460,593780,2004,29,2330,0,1,1,1
263,http://oliveryang1001.haodf.com/,4.2,24,167,26275,90479,476,4,1308,4,1,1,1
264,http://yizhenghui.haodf.com/,4.9,149,393,71243,5437999,7063,9,6816,2,1,1,1
265,http://djzheng01.haodf.com/,4.8,56,524,73435,1225541,2191,81,3728,1,1,1,1
266,http://tangwenzhong.haodf.com/,4.6,68,122,52185,3612788,4414,1,4604,0,1,1,1
267,http://wangxiaojing0811.haodf.com/,3.8,2,12,32535,363644,2360,5,3167,0,1,1,1
268,http://fxphh.haodf.com/,4.6,66,212,18605,53716,734,6,1481,23,1,1,1
269,http://linminggui.haodf.com/,5,133,260,67714,5108700,4885,12,8419,0,1,1,1
270,http://gs1975.haodf.com/,5,148,684,79220,2154204,3047,18,6703,1,1,1,1
271,http://chenks.haodf.com/,4.9,109,600,65045,1628872,1687,0,3716,0,1,1,1
272,http://shandongguolei.haodf.com/,4.4,119,361,37305,517019,1254,16,2051,3,1,1,1
273,http://zhuwenhui2008.haodf.com/,5,129,341,37010,926990,1982,32,3084,5,1,1,1
274,http://yunan831.haodf.com/,5,270,2438,247957,13572113,17156,93,18142,6,1,1,1
275,http://xinhuayezhiyi.haodf.com/,4.3,36,538,34125,197059,675,10,850,2,1,1,1
276,http://xijingliyan.haodf.com/,4.5,194,655,32236,3026044,2486,20,4238,0,2,1,1
277,http://lijiayi76.haodf.com/,4.5,122,635,32735,773495,1941,5,2454,1,2,1,1
278,http://machangsheng.haodf.com/,4.4,254,1147,108255,12350296,6793,93,7808,0,2,1,1
279,http://zhaoliangdr.haodf.com/,4.4,119,428,53611,1016266,1995,12,2812,2,2,1,1
280,http://doctorwq.haodf.com/,4.3,60,309,23865,1015912,1821,17,1922,2,2,1,1
281,http://suchongyi.haodf.com/,4.2,60,283,41185,1616558,2508,45,3966,0,2,1,1
282,http://liuxuelingdr.haodf.com/,4.3,84,233,35755,679120,1391,3,3752,0,2,1,1
283,http://yxzhouhongmei.haodf.com/,3.9,12,88,21940,205416,920,13,1315,12,2,1,1
284,http://yupengweidr.haodf.com/,3.7,5,19,5770,179551,448,24,1052,0,2,1,1
285,http://wygsh.haodf.com/,5,154,539,49740,788968,1462,1,3146,4,2,1,1
286,http://zhoulei6093.haodf.com/,5,141,842,60410,1055449,1947,0,2239,2,2,1,1
287,http://zhuguoxing.haodf.com/,5,150,373,18665,546529,2056,10,2258,1,2,1,1
288,http://linhuayisheng.haodf.com/,4.9,113,261,28050,2005818,2677,15,3675,0,2,1,1
289,http://zjm1818.haodf.com/,4.8,65,248,34300,379496,1096,12,2450,0,2,1,1
290,http://zhaoguixiandr.haodf.com/,4.8,88,515,33830,1232795,2689,55,3033,1,2,1,1
291,http://lihuady.haodf.com/,4.8,112,213,17866,823938,1463,8,1991,9,2,1,1
292,http://dongzhao301.haodf.com/,4.7,69,129,16595,264037,1152,1,798,2,2,1,1
293,http://wangmengyang1.haodf.com/,4.4,47,482,68615,1864731,9033,99,5738,0,2,1,1
294,http://mlldoctor.haodf.com/,3.9,10,33,22950,240863,1413,51,1576,0,2,1,1
295,http://qinghaitao.haodf.com/,4.8,132,1333,77445,2011366,4692,215,5401,1,2,1,1
296,http://huangyuhong66.haodf.com/,4.7,114,595,82891,4187130,3704,26,5480,8,2,1,1
297,http://liuzhengxin.haodf.com/,4.6,64,440,47980,1731243,3506,35,5052,7,2,1,1
298,http://fanglin020.haodf.com/,4.5,53,790,119595,3064401,7978,10,9300,6,2,1,1
299,http://caoqian6896.haodf.com/,4.5,68,569,46163,2078144,3204,52,2256,2,2,1,1
300,http://changhaibaiyu.haodf.com/,4.4,83,429,82288,2874571,6311,25,5656,1,2,1,1
301,http://cuizhongmindr.haodf.com/,4.4,69,122,57260,194948,1754,32,1799,4,2,1,1
302,http://drsongzhiqiang.haodf.com/,4.3,57,122,16020,581990,1723,33,1751,1,2,1,1
303,http://wangyingwz.haodf.com/,4.2,35,266,73375,1539689,5829,102,6978,1,2,1,1
304,http://liujie6.haodf.com/,5,156,1067,88570,1623602,2819,1,6763,3,2,1,1
305,http://maojiangfeng.haodf.com/,4.8,115,448,14355,1876851,2946,38,2198,4,2,1,1
306,http://drxhwu.haodf.com/,4.7,94,566,81618,4789473,5496,85,5709,4,2,1,1
307,http://liwenhui.haodf.com/,4.6,132,350,34752,4611821,4003,100,3308,8,2,1,1
308,http://renweijiaoshou.haodf.com/,4.6,64,206,30145,1191627,1788,6,3167,1,2,1,1
309,http://wangcaihongdr.haodf.com/,4.5,43,1064,66935,2701983,6546,1427,4842,1,2,1,1
310,http://bairan.haodf.com/,4.5,33,325,24435,417428,1234,6,1917,2,2,1,1
311,http://lujvming.haodf.com/,4.3,15,39,9005,93126,579,0,779,0,2,1,1
312,http://zhangchuandr.haodf.com/,4.3,23,77,17140,293023,1059,8,1600,3,2,1,1
313,http://liangdongfeng.haodf.com/,5,282,730,58006,4396631,3777,27,4511,1,2,1,1
314,http://zhujian.haodf.com/,4.9,225,277,5015,498260,862,4,1052,1,2,1,1
315,http://wmjdl.haodf.com/,4.8,122,891,121295,1005457,3029,25,4742,2,2,1,1
316,http://yangchunhua.haodf.com/,5,244,179,26620,633652,1651,1,2982,9,2,1,1
317,http://kevinling.haodf.com/,4.8,128,1851,83690,1014240,1138,69,4280,4,2,1,1
318,http://zhengzhaohuidr.haodf.com/,4.7,75,251,18275,289172,962,12,2299,3,2,1,1
319,http://lilingrheumato.haodf.com/,4.7,85,1262,55615,1201964,2421,34,3270,6,2,1,1
320,http://fanglinkai.haodf.com/,4.5,54,370,34405,889816,2067,24,1605,2,2,1,1
321,http://lifen85295255.haodf.com/,4.5,77,1168,58735,1926632,2762,152,2877,0,2,1,1
322,http://wzga.haodf.com/,4.9,89,827,133850,1967323,3060,17,5723,2,2,1,1
323,http://drzjxcn.haodf.com/,5,43,951,47610,383699,1438,21,1395,4,2,1,1
324,http://lungcancer.haodf.com/,4.9,95,900,113486,5716284,4635,22,5259,0,2,1,1
325,http://njcaomin.haodf.com/,4.8,51,278,21425,355981,1100,2,1096,6,2,1,1
326,http://renxinling.haodf.com/,4.7,40,67,7650,188491,640,0,800,0,2,1,1
327,http://duchangjun.haodf.com/,4.8,50,151,12445,281084,847,17,1372,1,2,1,1
328,http://chenbozsyy.haodf.com/,4.6,22,264,47010,516996,1499,32,1864,1,2,1,1
329,http://huyang3144.haodf.com/,4.4,18,80,14705,248364,3371,171,678,0,2,1,1
330,http://lifengdt.haodf.com/,4.2,5,61,14970,204793,1166,7,1091,1,2,1,1
331,http://chenxian900508.haodf.com/,4,12,62,41780,1132169,2951,0,3706,0,2,1,1
332,http://drtangzheng.haodf.com/,4.9,174,388,23930,1297891,2274,1,2715,10,2,1,1
333,http://wuxfei108.haodf.com/,4.8,77,690,58755,171907,2598,28,3471,9,2,1,1
334,http://tuyuanmao.haodf.com/,4.7,63,578,31845,439405,1002,33,1276,1,2,1,1
335,http://wubian227.haodf.com/,4.4,32,480,45570,699435,1808,15,2592,13,2,1,1
336,http://baidaifu2017.haodf.com/,5,80,317,16565,243017,1643,16,1398,3,2,1,1
337,http://liweiming937.haodf.com/,4.9,53,601,55580,789474,1596,25,1489,2,2,1,1
338,http://zlpumc2017.haodf.com/,4.9,60,70,11425,120062,1050,7,981,3,2,1,1
339,http://chenmiaopumch.haodf.com/,4.8,79,355,39270,1986033,3045,20,2359,1,2,1,1
340,http://lqxyisheng.haodf.com/,4.6,47,2450,38720,1224156,3479,62,3083,10,2,1,1
341,http://maxuzhu.haodf.com/,4.5,40,232,41436,1549011,1728,19,2021,1,2,1,1
342,http://blueman1320.haodf.com/,4.4,31,339,57008,2671307,2226,64,2738,4,2,1,1
343,http://Lvmeide.haodf.com/,5,75,353,74370,3462339,3365,1,5674,1,2,1,1
344,http://clq8125195.haodf.com/,4,6,87,91795,1238871,4781,18,5969,0,2,1,1
345,http://zhengchunsu.haodf.com/,3.9,4,3,1510,183412,807,0,2824,0,2,1,1
346,http://wushuliang.haodf.com/,3.5,1,26,28040,464529,2875,15,2972,0,2,1,1
347,http://baishuangfengdf.haodf.com/,3.4,0,6,16815,200004,1648,0,1874,0,2,1,1
348,http://xiachengyu.haodf.com/,4.7,200,857,117545,2121405,3314,37,4023,5,2,1,1
349,http://jiangchuhan.haodf.com/,4.7,181,529,52380,1534869,5028,18,3835,0,2,1,1
350,http://YanlongTian.haodf.com/,4.6,99,504,31860,585251,1744,1,2153,2,2,1,1
351,http://zhanghuadoc.haodf.com/,4.6,178,387,45325,4208851,5012,933,5964,9,2,1,1
352,http://smuwangjun.haodf.com/,4.5,105,135,38360,225001,1273,78,1301,5,2,1,1
353,http://songyuedr.haodf.com/,5,179,1485,56850,944242,2081,14,2606,1,2,1,1
354,http://drhuzhiwei.haodf.com/,4.8,292,501,72459,2403863,3308,48,4556,4,2,1,1
355,http://weiyizhen.haodf.com/,4.8,160,654,34920,1095095,3899,22,2472,2,2,1,1
356,http://fuwai.haodf.com/,4.6,248,156,33980,148340,778,10,1006,0,2,1,1
357,http://lancetsun.haodf.com/,4.7,91,453,43410,370901,1232,9,1368,1,2,1,1
358,http://huyangdr.haodf.com/,4.7,100,459,40015,890912,1713,11,2293,2,2,1,1
359,http://zhaoxiaoganglung.haodf.com/,4.5,62,225,8490,380133,1249,17,1176,5,2,1,1
360,http://chentianxiang.haodf.com/,4.5,64,252,10450,172512,1135,22,657,0,2,1,1
361,http://wkun.haodf.com/,4.3,30,247,28380,496456,1121,85,813,0,2,1,1
362,http://drsuweijie.haodf.com/,4.9,350,368,95495,6409644,11602,17,11880,0,2,1,1
363,http://pumcyuxiaobo.haodf.com/,4.9,318,530,136350,4446795,11355,119,10973,1,2,1,1
364,http://mudali.haodf.com/,4.8,360,545,102045,5804192,6697,46,5691,1,2,1,1
365,http://yxnan9988.haodf.com/,4.7,155,270,31100,1371754,3482,15,3747,1,2,1,1
366,http://liweiboshi2.haodf.com/,4.6,133,230,68015,2158746,3069,9,6556,0,2,1,1
367,http://plasticzhang.haodf.com/,4.5,175,286,90625,4114911,5728,8,8379,0,2,1,1
368,http://dongjiying.haodf.com/,4.4,59,347,87610,2384989,7171,13,7169,3,2,1,1
369,http://libo97123.haodf.com/,4.3,93,295,70790,826363,3885,196,1842,0,2,1,1
370,http://chengchenprs.haodf.com/,4.1,15,47,28285,386700,1628,8,1643,0,2,1,1
371,http://baoshiwei.haodf.com/,3.9,8,31,36820,1416556,4632,14,4843,1,2,1,1
372,http://panbodoc.haodf.com/,4.4,95,209,29760,479857,2075,2,1713,3,2,1,1
373,http://wangmh1970.haodf.com/,4.5,152,869,66865,944702,2236,12,4322,0,2,1,1
374,http://cyz200295.haodf.com/,4.3,57,444,58025,400233,1498,55,2409,7,2,1,1
375,http://zcx33.haodf.com/,4.3,60,397,48675,759419,1882,25,4103,0,2,1,1
376,http://hanzhonghua.haodf.com/,4.2,30,591,22980,139529,2329,32,1134,2,2,1,1
377,http://zhangcuijian.haodf.com/,4.7,186,499,30095,1017890,2153,27,2338,0,2,1,1
378,http://zhuyao.haodf.com/,4.6,187,1150,42795,1864255,3469,80,2610,3,2,1,1
379,http://yehuamaodr.haodf.com/,4.6,116,548,41345,343441,1359,4,1759,10,2,1,1
380,http://hehuixing.haodf.com/,4.5,74,544,58315,840820,2183,1,2558,0,2,1,1
381,http://hexueyou.haodf.com/,4.5,75,229,40750,1720769,3321,24,3396,6,2,1,1
382,http://wangjinxhxq.haodf.com/,4.5,67,352,72495,1419249,2601,56,3693,3,2,1,1
383,http://yangfanzdyfy.haodf.com/,4.4,68,110,21750,215142,1035,8,1631,0,2,1,1
384,http://liulei84.haodf.com/,4.2,41,65,31770,249989,984,11,1730,0,2,1,1
385,http://zhouyfdr.haodf.com/,4.1,24,135,19180,211253,664,13,1029,5,2,1,1
386,http://wangchaoliang200.haodf.com/,4,17,81,15430,324356,932,5,1654,0,2,1,1
387,http://linwgacxy.haodf.com/,4,50,99,24085,157512,568,1,967,1,2,1,1
388,http://zhanghuiming1982.haodf.com/,3.7,8,25,24930,1036905,1279,16,2626,0,2,1,1
389,http://dryanjianjun.haodf.com/,4.6,174,246,16240,532278,1971,9,1826,3,2,1,1
390,http://kingsh.haodf.com/,4.3,50,499,47192,1651083,2369,14,2540,4,2,1,1
391,http://huxp.haodf.com/,5,97,582,39895,736484,1745,13,1856,0,2,1,1
392,http://yinjiebjmu.haodf.com/,4.8,172,909,80393,3311005,6956,79,4700,3,2,1,1
393,http://zhangping024.haodf.com/,5,444,2693,140980,2411934,4616,0,8465,12,2,1,1
394,http://aizhilongdr.haodf.com/,5,349,1950,77605,1517636,4198,0,5480,6,2,1,1
395,http://yindetao.haodf.com/,4.8,161,565,55364,1758481,2194,27,4780,4,2,1,1
396,http://kangjie007.haodf.com/,4.7,186,1180,95845,1653505,2510,30,3225,2,2,1,1
397,http://futao916.haodf.com/,4.5,112,312,27975,289152,2085,26,1422,1,2,1,1
398,http://liuhaiyuan.haodf.com/,5,279,1679,183190,9118156,11783,14,12338,4,2,1,1
399,http://drlupengrong.haodf.com/,5,331,1930,289275,16432856,17193,2,20356,3,2,1,1
400,http://fangfang1968.haodf.com/,4.8,164,973,155315,7525337,8776,17,8675,3,2,1,1
401,http://guzhengrong008.haodf.com/,4.7,103,796,174080,8505859,9020,13,11560,5,2,1,1
402,http://chenruiyingdr.haodf.com/,4.8,125,597,78570,779633,2645,1,3951,12,2,1,1
403,http://shaojundr.haodf.com/,4.7,46,389,39150,535070,1841,9,2576,5,2,1,1
404,http://xuzhendr.haodf.com/,4.6,54,196,53945,1006549,6617,0,4810,0,2,1,1
405,http://xiaocaiyugang.haodf.com/,4.4,36,590,134935,1583556,2258,12,7162,0,2,1,1
406,http://sbb1982.haodf.com/,4.4,28,302,46620,220912,925,22,2399,9,2,1,1
407,http://wanlei2016.haodf.com/,4.4,31,321,46820,565701,1761,10,3492,5,2,1,1
408,http://zcmjj.haodf.com/,4.6,96,1354,136020,1358814,2930,23,6413,4,2,1,1
409,http://yinbaomin.haodf.com/,4.6,117,1125,74055,887000,1983,3,3137,1,2,1,1
410,http://rose13121355.haodf.com/,4.5,156,457,143348,5056955,4381,66,8213,3,2,1,1
411,http://liguohua2015.haodf.com/,4.9,178,1501,120135,2318746,4481,17,5725,16,2,1,1
412,http://dr5zhangning.haodf.com/,4.6,216,5849,411200,13315318,25705,157,10950,0,2,1,1
413,http://wcm6705.haodf.com/,4.5,103,999,151942,2532502,4990,19,10349,2,2,1,1
414,http://lixiaojin2009.haodf.com/,4,31,217,58730,1106724,2443,8,5776,1,2,1,1
415,http://zy665100.haodf.com/,3.6,8,74,41145,1006353,3805,70,5813,0,2,1,1
416,http://zouliping21.haodf.com/,5,644,4074,213330,3441697,6939,14,8709,7,2,1,1
417,http://liuzimeidr.haodf.com/,4.6,137,524,115865,1580570,3465,7,7905,11,2,1,1
418,http://anhuipanjiahua.haodf.com/,4.4,163,975,69700,948657,2803,18,4990,15,2,1,1
